MYH9,1.653684228
MTDH,1.65232087
PURA,1.644434907
TIMM50,1.643584494
RPP38,1.64152549
SLC27A1,1.640021111
SON,1.636720869
,1.6244913
SEC61G,1.62291482
KRT18,1.620019897
EIF3J,1.617968905
PPP4C,1.617679501
VTI1A,1.615607653
,1.6124107
EIF3F,1.609959126
PHC3,1.607560393
BRPF3,1.606502315
RP9,1.596128438
POLRMT,1.594822498
PRPF31,1.591079682
ELL,1.570554677
FBXL6,1.568833745
HLA-B,1.563378128
RPA1,1.562587836
GOLIM4,1.559984364
ZGPAT,1.55544385
GNL3L,1.55458501
ESF1,1.554498878
PPP6R3,1.553628095
MRPS16,1.5494251
MRPL19,1.545341766
RAP1B,1.54148759
ANKRD17,1.540070144
TMX1,1.537512658
TERF1,1.535072874
CDC5L,1.532328164
ARFGAP3,1.532275774
SNRPB2,1.521762657
EMG1,1.518861621
TMEM33,1.516957402
MUM1,1.512103525
STRAP,1.511526461
INTS7,1.510979472
CASC5; KNL1,1.510379604
JDP2,1.502690596
TXNL4A,1.500200223
POGZ,1.498927712
,1.497643956
RBM15B,1.496533491
KAT5,1.494980131
PPIL2,1.488892658
SRPR; SRPRA,1.487122107
DAP3,1.484586829
PURB,1.478466035
GAR1,1.475778395
DTNB,1.473867999
PRPF40A,1.473001393
FLNB,1.472966177
UCHL5,1.471563641
PRPF3,1.463197804
MEN1,1.452824993
DPF2,1.451056799
TTI1,1.449059522
ELMSAN1,1.446142483
MCM6,1.444561918
GRWD1,1.442880663
LNPEP,1.442114806
,1.437513664
RPP40,1.425549002
SEC61B,1.421432431
KIAA1033; WASHC4,1.42130774
DDX49,1.419475979
TCEB3; ELOA,1.418138942
ZNF622,1.411870163
TSSC4,1.411799743
BCAS2,1.411678447
C20orf112; NOL4L,1.410835103
PRC1,1.410703592
NPAT,1.410576547
NABP1,1.409147277
ALYREF,1.407458364
MCM5,1.403426567
BRD9,1.399502961
HADHA,1.396522106
STK3,1.389947346
COPZ1,1.386661877
MRPS17,1.382952064
MCM3,1.37774558
BAZ1A,1.37769084
MGAT2,1.376409607
SMTN,1.370312826
MCM4,1.369862704
PPP1R12C,1.367212995
MPP5,1.366838949
SYNE2,1.365293278
DDRGK1,1.360465773
THOC5,1.360242004
ODF2,1.346634311
BUB3,1.340578397
UNK,1.340507317
KDM1A,1.336371695
EIF3A,1.333151229
SMC1A,1.332496517
AHNAK2,1.330622238
CLEC11A,1.325696234
RBM14; RBM14-RBM4,1.325241925
SEC24A,1.324638206
ZFYVE26,1.3210571
ZNF187; ZSCAN26,1.320122854
SEC22B,1.318761216
,1.314898758
ZC3H7A,1.313987291
VPS33A,1.31069645
ESYT3,1.308941247
RBM26,1.305572361
ING2,1.305198669
PCGF6,1.304909807
PARP4,1.303331972
ZBTB33,1.302442652
KIF4A,1.293967072
HNRNPL,1.293159573
TUFM,1.28324734
LBR,1.280981652
YY1,1.278618851
NOP56,1.273550092
DDX47,1.269842988
ZBTB14; ZFP161,1.261162889
RREB1,1.25776836
AP2M1,1.256543226
RHOA,1.256476585
AP3D1,1.252222733
SCCPDH,1.251894427
C7orf26,1.250869644
SCAF1,1.247971498
PGAM5,1.243404745
TMEM214,1.235086268
,1.233826897
H3F3A; H3F3AP4; H3F3B,1.227742973
C11orf57; NKAPD1,1.218886474
HIST1H4A; HIST1H4F; HIST1H4D; HIST1H4J; HIST2H4A; HIST2H4B; HIST1H4H; HIST1H4C; HIST4H4; HIST1H4E; HIST1H4I; HIST1H4B; HIST1H4K; HIST1H4L,1.218248896
SYNGR2,1.217022474
RAN,1.21632371
KIF2A,1.213398108
STX12,1.213121543
HBB,1.206327885
EIF4E2,1.206317739
CHAMP1,1.204651609
CYFIP2,1.204291215
CDK10,1.192581908
DNAJC21,1.182616108
INTS12,1.180844269
LRRFIP1,1.1788565
PRKDC,1.169088069
MAGED2,1.166808272
CDC42EP4,1.164398531
CENPO,1.163117122
RTN4,1.162783252
FLOT1,1.149348131
WHSC1; NSD2,1.149043659
IGF2BP3,1.148589979
RBM3,1.144017862
SEC13,1.143864776
TBC1D10B,1.134908293
MRPL9,1.134101855
RAB11B,1.133560674
SLC7A5,1.130090823
TTI2,1.128507656
CISD2,1.126614369
CCAR1,1.121361393
DNM1,1.1103729
MRPS28,1.10852052
DCP1B,1.107918959
BRD7,1.097818019
EIF4G1,1.090821646
